LSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median,PM25-2019-min,PM25-2019-max,PM25-2019-mean,PM25-2019-std,PM25-2019-median,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median,NOx-2013-min,NOx-2013-max,NOx-2013-mean,NOx-2013-std,NOx-2013-median,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median,NOx-2019-min,NOx-2019-max,NOx-2019-mean,NOx-2019-std,NOx-2019-median,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E01000278,15.12,16.755,15.313,0.213,15.258,12.521,14.423,12.708,0.236,12.651,10.018,12.238,10.194,0.213,10.144,23.579,27.754,23.972,0.56,23.811,20.813,25.792,21.141,0.64,20.98,14.84,20.473,15.177,0.562,15.019,41.601,104.131,47.688,8.581,45.596,50.003,99.478,53.628,5.485,52.192,34.459,74.893,36.931,4.07,35.839,28.714,49.557,30.822,2.791,30.094,31.171,45.869,32.414,1.666,31.96,24.37,38.259,25.338,1.407,24.948
E01000279,14.83,17.467,14.972,0.218,14.937,12.04,15.735,12.22,0.237,12.182,9.666,13.531,9.835,0.289,9.783,23.071,29.591,23.364,0.539,23.267,19.595,28.827,20.082,0.609,19.991,14.109,25.237,14.563,0.837,14.413,35.524,120.79,38.711,6.21,37.296,43.981,138.844,47.286,6.066,46.2,30.264,102.938,32.897,5.474,31.756,26.08,54.285,27.482,2.382,27.009,28.628,54.312,29.867,1.751,29.591,22.343,44.873,23.433,1.768,23.113
E01000280,14.892,17.227,15.036,0.243,14.97,12.175,15.438,12.366,0.272,12.299,9.777,13.273,9.963,0.293,9.895,23.179,28.958,23.491,0.595,23.34,19.906,28.652,20.396,0.713,20.23,14.359,24.487,14.793,0.814,14.635,36.381,112.56,40.863,7.286,38.793,45.206,137.886,48.932,6.792,47.252,30.987,99.123,34.006,5.655,32.64,26.552,54.133,28.23,2.723,27.468,29.179,53.683,30.451,1.958,29.959,22.739,43.847,23.871,1.839,23.427
E01000281,15.187,19.855,15.569,0.707,15.325,12.655,18.369,13.093,0.69,12.92,10.141,18.501,10.603,0.896,10.347,23.717,35.827,24.676,1.817,24.043,21.327,36.782,22.524,1.846,22.06,14.982,38.812,16.29,2.651,15.498,42.836,237.713,58.78,27.69,49.687,51.844,252.296,62.235,23.148,55.798,35.497,359.158,46.465,25.263,39.336,29.232,87.875,34.608,9.075,31.441,31.726,75.441,34.592,5.67,32.952,24.597,90.487,27.891,6.52,25.908
E01000282,14.967,18.535,15.202,0.328,15.123,12.288,16.418,12.641,0.331,12.577,9.905,15.522,10.163,0.409,10.065,23.347,33.031,23.844,0.853,23.629,20.223,31.88,21.222,0.914,21.075,14.636,31.967,15.185,1.231,14.891,39.074,168.323,45.776,11.766,42.68,47.078,169.813,53.04,9.836,50.706,32.399,142.467,36.996,8.8,34.845,27.518,68.801,30.091,4.082,29.033,29.832,60.113,31.851,2.612,31.223,23.289,55.009,24.969,2.665,24.296
E01000283,15.009,15.839,15.111,0.099,15.093,12.326,13.377,12.472,0.111,12.463,9.896,11.188,10.032,0.13,10.014,23.378,25.431,23.586,0.248,23.538,20.218,22.918,20.551,0.298,20.505,14.533,17.786,14.795,0.326,14.734,39.05,66.367,42.691,2.855,42.066,47.612,73.101,49.972,2.683,49.47,32.58,58.584,34.647,2.576,34.134,27.702,37.767,28.914,1.142,28.657,30.143,37.915,30.956,0.844,30.799,23.511,32.348,24.251,0.897,24.066
E01000284,15.14,18.116,15.383,0.462,15.242,12.555,17.902,12.864,0.708,12.722,10.055,17.363,10.333,0.983,10.142,23.587,31.047,24.165,1.16,23.793,20.778,35.156,21.792,1.902,21.441,14.776,35.609,15.492,2.808,14.944,41.407,138.026,49.26,14.732,44.573,49.832,185.096,55.033,18.192,51.377,34.032,172.085,38.75,18.481,35.136,28.626,61.415,31.425,5.188,29.741,31.086,64.913,32.59,4.662,31.615,24.171,63.45,25.632,5.392,24.561
E01000285,14.837,15.369,14.909,0.077,14.888,12.105,12.746,12.199,0.091,12.181,9.749,10.968,9.845,0.136,9.808,23.074,24.615,23.249,0.222,23.186,19.746,21.705,20.005,0.282,19.949,14.26,17.387,14.489,0.353,14.392,37.089,59.267,40.174,3.078,39.539,44.343,65.6,46.544,2.914,45.776,30.602,55.97,32.387,2.704,31.693,26.3,34.198,27.384,1.145,27.132,28.62,34.832,29.331,0.87,29.155,22.316,31.236,22.975,0.982,22.731
E01000286,14.811,15.01,14.85,0.033,14.839,12.036,12.28,12.093,0.039,12.081,9.71,10.56,9.774,0.068,9.758,23.051,23.557,23.142,0.084,23.11,19.572,20.218,19.707,0.097,19.676,14.161,16.383,14.32,0.173,14.274,36.185,45.261,38.614,1.457,38.366,43.905,50.432,45.197,1.063,44.879,30.295,47.083,31.645,1.354,31.34,26.04,28.788,26.802,0.491,26.689,28.441,30.507,28.845,0.33,28.746,22.176,28.098,22.654,0.487,22.535
E01000287,14.814,15.233,14.886,0.056,14.871,12.038,12.508,12.14,0.065,12.128,9.7,10.353,9.804,0.087,9.785,23.054,24.125,23.207,0.142,23.164,19.574,20.786,19.821,0.186,19.796,14.145,15.639,14.374,0.217,14.311,36.093,50.566,39.202,2.051,38.873,44.019,55.121,45.912,1.785,45.422,30.432,42.183,31.984,1.559,31.578,26.165,31.646,27.132,0.749,26.971,28.527,32.035,29.154,0.546,28.998,22.345,26.709,22.872,0.575,22.711
E01000288,14.898,19.283,15.07,0.378,14.976,12.187,16.706,12.35,0.38,12.274,9.832,14.48,10.068,0.465,9.958,23.195,35.159,23.635,1.051,23.365,19.912,32.562,20.341,1.084,20.101,14.734,28.974,15.423,1.362,15.132,36.926,221.992,44.753,16.171,41.062,45.364,201.943,50.387,13.35,47.342,31.132,153.176,36.147,12.194,32.802,26.657,81.122,29.215,5.099,27.911,29.159,65.489,30.542,3.301,29.727,22.736,56.456,24.309,3.592,23.257
E01000289,14.86,16.173,14.996,0.186,14.951,12.175,13.637,12.31,0.2,12.265,9.74,11.286,9.947,0.203,9.91,23.122,25.99,23.413,0.41,23.311,19.997,23.306,20.291,0.449,20.184,14.338,18.298,14.983,0.521,14.911,36.197,71.442,40.818,4.792,39.846,44.913,79.831,48.029,4.825,46.872,30.645,61.294,33.669,4.129,32.699,26.324,40.321,27.982,1.987,27.535,29.028,39.868,29.957,1.52,29.584,22.519,33.122,23.553,1.466,23.193
E01000290,14.797,19.929,14.932,0.387,14.847,11.987,17.449,12.127,0.351,12.053,9.618,14.314,9.761,0.328,9.684,23.024,37.624,23.362,1.072,23.124,19.36,35.693,19.872,1.016,19.666,14.007,29.243,14.375,1.028,14.147,35.067,218.709,39.201,13.242,36.427,43.592,203.362,47.121,10.374,44.788,30.027,139.395,32.723,7.303,31.05,25.857,83.591,27.439,4.487,26.411,28.444,65.159,29.602,2.739,28.907,22.214,55.361,23.233,2.355,22.648
E01000291,14.849,15.284,14.899,0.046,14.888,12.133,12.697,12.23,0.057,12.228,9.72,10.737,9.818,0.084,9.817,23.103,24.367,23.212,0.119,23.181,19.894,21.612,20.18,0.146,20.171,14.253,16.816,14.483,0.21,14.453,36.069,54.547,38.957,2.097,38.79,44.658,63.594,46.156,1.461,45.901,30.501,51.651,31.879,1.586,31.684,26.263,32.84,27.087,0.689,26.969,28.915,34.259,29.341,0.423,29.249,22.451,29.869,22.88,0.549,22.792
E01000292,14.887,17.299,15.031,0.221,14.977,12.183,15.005,12.305,0.22,12.26,9.818,12.779,9.987,0.263,9.921,23.16,29.305,23.491,0.561,23.346,19.907,27.305,20.236,0.573,20.124,14.426,23.09,14.893,0.73,14.701,38.219,131.489,42.93,8.32,40.967,45.154,138.949,48.764,7.412,46.998,31.261,102.228,34.534,6.032,32.978,26.768,57.482,28.364,2.831,27.65,28.875,52.913,29.928,1.976,29.434,22.538,43.789,23.651,1.947,23.121
E01000293,14.912,18.453,15.05,0.309,14.982,12.219,16.103,12.325,0.314,12.263,9.848,14.521,10.007,0.354,9.937,23.199,33.072,23.548,0.844,23.362,19.987,31.18,20.28,0.875,20.118,14.529,29.084,15.008,1.085,14.803,38.641,206.258,44.545,13.569,41.632,45.494,197.62,49.529,11.853,47.254,31.602,159.572,35.186,9.407,33.285,26.834,76.302,28.854,4.316,27.882,29.016,64.062,30.144,2.898,29.523,22.689,57.564,23.852,2.718,23.263
E01000294,14.813,17.085,14.942,0.206,14.897,12.061,14.872,12.204,0.218,12.171,9.719,12.856,9.864,0.251,9.819,23.053,29.018,23.315,0.533,23.19,19.661,27.277,19.984,0.581,19.897,14.221,23.324,14.573,0.724,14.432,36.167,121.56,40.847,7.821,39.239,43.899,134.378,46.815,6.998,45.467,30.273,99.563,32.561,5.517,31.493,26.038,54.04,27.555,2.63,26.979,28.439,51.781,29.31,1.858,28.927,22.167,43.106,22.928,1.704,22.583
E01000295,15.473,18.612,15.585,0.198,15.544,12.844,21.014,12.949,0.372,12.902,10.344,15.067,10.436,0.222,10.401,24.218,32.535,24.493,0.519,24.386,21.204,43.179,21.48,1.001,21.362,15.423,28.97,15.682,0.637,15.58,46.995,189.946,51.381,9.085,49.42,56.47,352.541,59.78,13.457,58.304,38.352,161.874,40.41,5.747,39.58,31.338,73.012,32.919,2.837,32.278,33.778,94.389,34.732,2.823,34.331,26.332,61.5,27.044,1.667,26.766
E01000296,15.366,19.838,15.741,0.602,15.545,12.754,23.697,13.088,0.784,12.917,10.263,19.101,10.548,0.645,10.413,23.969,34.948,24.912,1.525,24.405,21.062,49.927,21.909,2.079,21.441,15.234,40.522,16.004,1.823,15.626,46.915,241.397,59.719,24.649,51.905,53.83,483.251,64.568,28.594,58.55,37.331,269.007,43.627,16.782,40.193,30.696,89.829,35.455,7.949,32.799,32.64,114.353,35.778,6.211,34.278,25.631,85.225,27.89,4.697,26.832
E01000297,15.49,18.681,15.763,0.4,15.633,12.862,15.844,13.123,0.353,13.012,10.36,12.986,10.588,0.289,10.497,24.256,33.126,24.971,1.074,24.629,21.252,30.092,21.944,0.978,21.624,15.463,24.791,16.142,0.954,15.837,46.98,159.383,57.257,14.286,53.177,57.015,151.661,65.174,11.459,61.296,38.699,108.941,44.075,7.41,41.746,31.445,70.762,35.313,5.203,33.734,33.995,59.134,36.423,3.205,35.306,26.476,48.681,28.366,2.464,27.561
E01000298,15.422,18.542,15.738,0.545,15.531,12.799,21.409,13.123,0.831,12.911,10.309,19.189,10.635,0.889,10.416,24.11,32.127,24.916,1.418,24.37,21.091,44.446,21.935,2.234,21.364,15.318,41.402,16.243,2.636,15.6,46.334,178.428,60.157,23.533,51.209,55.405,351.496,65.306,26.551,58.493,37.663,232.518,44.444,18.802,39.851,30.956,70.027,35.439,7.307,32.561,33.219,94.194,36.02,6.326,34.288,25.946,78.291,28.142,5.493,26.728
E01000299,15.282,20.794,15.719,0.641,15.5,12.633,18.118,12.985,0.606,12.797,10.187,16.417,10.565,0.719,10.361,23.845,36.863,24.909,1.573,24.362,20.782,34.16,21.648,1.549,21.173,15.043,31.485,16.099,2.082,15.505,43.961,271.466,60.645,25.969,50.692,51.991,264.147,63.114,20.944,56.517,35.969,218.162,44.925,20.071,39.363,29.774,99.655,35.72,8.58,32.509,31.924,78.237,35.196,5.346,33.424,25.051,70.613,27.88,5.366,26.325
E01000300,15.225,15.725,15.337,0.088,15.324,12.605,13.201,12.711,0.086,12.698,10.158,11.394,10.301,0.145,10.273,23.742,24.921,23.982,0.209,23.951,20.746,22.088,20.96,0.21,20.931,14.994,17.81,15.31,0.342,15.251,43.85,62.295,47.293,2.709,46.723,51.313,65.478,53.773,2.232,53.439,35.705,58.877,38.085,2.742,37.56,29.523,35.56,30.807,1.018,30.601,31.683,36.041,32.5,0.717,32.396,24.919,33.387,25.821,1.007,25.64
E01000301,15.203,17.321,15.364,0.119,15.345,12.586,16.11,12.75,0.158,12.73,10.131,12.511,10.359,0.287,10.299,23.724,29.087,24.03,0.296,23.978,20.748,29.987,21.043,0.406,20.987,14.977,20.617,15.465,0.716,15.298,43.128,124.709,48.121,5.164,47.126,51.169,150.376,54.289,4.308,53.706,35.358,81.532,39.219,5.735,37.848,29.361,55.27,31.066,1.624,30.777,31.619,57.929,32.719,1.212,32.54,24.86,40.803,26.265,1.998,25.811
E01000302,15.308,20.02,15.65,0.64,15.449,12.674,22.984,13.018,1.022,12.802,10.258,24.054,10.63,1.106,10.384,23.926,35.83,24.776,1.67,24.227,20.889,47.826,21.744,2.746,21.148,15.22,58.635,16.27,3.316,15.53,45.022,266.018,60.508,29.543,50.821,52.802,374.427,62.543,31.488,55.867,37.061,317.42,44.751,24.244,39.343,30.206,90.029,35.017,8.635,32.119,32.279,99.535,34.937,7.315,33.277,25.598,94.218,27.966,6.587,26.384
E01000303,15.255,15.971,15.395,0.102,15.376,12.626,13.429,12.783,0.106,12.767,10.093,11.497,10.304,0.18,10.269,23.77,25.655,24.063,0.265,23.999,20.924,23.029,21.169,0.265,21.11,14.96,18.304,15.355,0.43,15.252,42.133,70.404,47.967,3.793,47.427,51.375,76.345,54.851,3.152,54.167,34.925,64.722,38.328,3.808,37.457,29.256,39.346,31.139,1.38,30.919,31.862,39.197,32.948,0.953,32.746,24.79,34.791,25.984,1.312,25.659
E01000304,15.271,16.803,15.45,0.197,15.407,12.64,14.487,12.832,0.21,12.79,10.101,12.288,10.336,0.259,10.285,23.799,27.447,24.194,0.473,24.081,21.01,25.408,21.376,0.514,21.244,14.994,20.4,15.511,0.651,15.362,42.316,89.212,48.53,5.994,47.428,51.639,101.73,56.37,5.579,55.112,35.12,75.931,39.106,4.816,38.039,29.368,46.609,31.576,2.217,31.114,31.972,46.455,33.508,1.654,33.152,24.882,38.885,26.36,1.675,25.984
E01000305,15.572,26.983,16.084,0.95,15.724,12.927,24.427,13.39,0.927,13.038,10.399,20.545,10.902,0.935,10.545,24.389,51.662,25.618,2.346,24.727,21.298,50.334,22.526,2.41,21.637,15.784,47.117,17.202,2.752,16.167,46.995,525.706,66.233,36.997,51.914,57.383,520.996,71.843,30.862,60.56,38.444,278.961,49.85,22.43,40.762,31.75,166.094,38.381,11.586,33.619,34.337,118.789,38.368,7.196,35.378,26.626,84.33,30.282,6.338,27.512
E01000306,15.799,18.664,16.305,0.647,16.009,13.179,16.193,13.653,0.6,13.378,10.674,14.137,11.138,0.624,10.863,24.862,32.209,26.044,1.565,25.367,21.947,29.696,23.191,1.562,22.512,16.435,25.539,17.832,1.743,17.076,56.585,175.67,77.991,27.508,65.24,63.918,166.711,81.152,22.384,71.286,44.467,123.71,59.302,18.859,51.023,34.956,75.045,42.39,9.259,38.145,36.399,62.469,41.223,5.97,38.598,28.715,53.016,33.424,5.802,30.9
E01000307,15.78,31.578,16.811,1.845,16.1,13.173,49.249,14.12,1.991,13.515,10.663,22.26,11.632,1.481,11.068,24.84,65.069,27.617,4.806,25.723,21.91,121.133,24.466,5.454,22.754,16.393,48.649,19.459,4.704,17.611,54.565,606.775,92.005,63.028,66.305,62.977,1106.824,93.166,61.804,73.059,43.165,323.25,63.868,32.094,51.627,34.446,187.464,47.27,19.766,39.02,36.174,221.121,43.863,12.83,39.252,28.341,90.557,34.699,8.908,31.177
E01000308,15.576,19.218,15.735,0.215,15.683,12.881,16.588,13.008,0.214,12.95,10.325,13.298,10.433,0.179,10.386,24.316,33.602,24.659,0.535,24.523,21.34,31.641,21.713,0.589,21.58,15.587,24.731,15.882,0.506,15.756,46.623,193.77,51.246,8.226,48.866,55.536,178.038,59.049,6.623,57.381,37.513,101.148,39.641,3.766,38.615,31.49,78.503,33.28,2.855,32.443,33.595,64.069,34.771,1.833,34.295,26.11,45.864,26.952,1.261,26.616
E01000309,15.811,21.097,16.353,0.713,16.053,13.19,18.891,13.724,0.7,13.442,10.613,18.976,11.053,0.714,10.793,24.876,37.5,26.176,1.788,25.462,22.026,36.643,23.747,1.931,23.029,16.358,39.628,17.752,2.162,16.951,57.127,304.48,77.037,27.798,65.72,64.049,330.951,80.741,25.181,70.936,44.279,277.191,57.09,19.446,49.247,35.09,106.58,42.344,9.371,38.383,36.411,86.57,41.052,6.187,38.471,28.619,83.41,32.657,5.721,30.261
E01000310,15.76,23.98,16.504,1.238,16.039,13.161,22.656,13.897,1.238,13.465,10.65,23.89,11.588,1.518,11.038,24.788,45.351,26.772,3.273,25.535,21.852,46.697,23.886,3.436,22.654,16.31,53.46,18.981,4.4,17.376,54.011,330.338,80.016,43.318,63.342,62.366,361.726,85.434,39.343,71.186,42.712,384.449,65.857,39.007,52.209,34.163,120.623,43.24,13.904,37.794,35.974,98.376,42.06,9.098,38.709,28.17,104.617,35.149,10.199,31.492
E01000311,15.743,24.192,16.112,0.727,15.937,13.124,21.255,13.48,0.648,13.335,10.61,20.441,11.001,0.793,10.802,24.776,45.864,25.698,1.851,25.236,21.827,42.865,22.697,1.718,22.298,16.183,44.819,17.222,2.279,16.648,52.548,357.25,66.007,25.155,60.275,62.71,340.017,72.588,20.587,67.911,42.825,251.129,50.369,16.052,46.461,33.823,126.194,38.617,8.358,36.535,36.196,94.142,38.965,4.873,37.757,28.349,82.442,30.827,4.622,29.603
E01000312,15.631,20.307,15.975,0.565,15.86,12.919,16.629,13.213,0.452,13.102,10.341,15.191,10.605,0.569,10.48,24.396,36.454,25.142,1.441,24.821,21.495,31.695,22.43,1.305,22.07,15.63,30.944,16.424,1.785,16.027,48.502,235.548,59.563,22.158,54.832,56.098,185.013,63.323,14.077,60.016,37.914,139.419,43.381,11.999,40.682,32.102,89.527,36.082,7.16,34.457,33.726,65.627,35.878,3.698,34.977,26.194,55.527,27.962,3.575,27.112
E01000313,15.802,21.22,16.555,0.821,16.225,13.049,18.227,13.813,0.795,13.531,10.455,15.973,11.256,0.855,10.956,24.777,38.187,26.65,2.094,25.826,21.876,35.183,23.771,2.124,22.973,15.978,33.161,18.294,2.617,17.357,53.139,287.783,86.417,34.652,72.753,59.953,252.76,86.143,28.087,75.781,40.304,175.994,61.838,22.267,53.429,34.044,103.781,45.406,11.272,41.079,35.097,78.105,42.451,7.076,39.808,27.181,62.649,34.072,6.582,31.587
E01000057,15.283,16.8,15.488,0.23,15.423,12.605,14.223,12.781,0.217,12.716,10.192,12.927,10.378,0.294,10.283,23.798,27.981,24.302,0.674,24.1,20.693,25.433,21.252,0.653,21.076,15.116,22.195,15.595,0.753,15.369,41.796,105.891,49.557,9.475,46.863,49.147,104.249,54.282,7.232,52.069,33.663,90.469,37.555,5.977,35.733,28.95,51.118,31.731,3.343,30.759,30.737,45.558,32.267,1.986,31.651,23.882,42.796,25.272,2.079,24.614
E01000058,15.249,16.235,15.396,0.187,15.35,12.586,13.754,12.729,0.2,12.679,10.149,11.482,10.29,0.216,10.223,23.722,26.115,24.043,0.458,23.906,20.642,23.709,21.051,0.529,20.959,14.991,18.406,15.34,0.546,15.167,41.419,78.186,46.722,6.807,44.879,48.491,85.065,52.404,6.34,50.555,32.916,58.38,35.641,4.184,34.337,28.728,42.114,30.656,2.596,29.917,30.454,40.992,31.661,1.851,31.12,23.466,32.629,24.493,1.515,24.019
E01000059,15.318,16.012,15.447,0.112,15.431,12.625,13.46,12.753,0.106,12.734,10.08,10.947,10.166,0.091,10.145,23.815,25.869,24.058,0.306,23.985,20.875,23.77,21.464,0.398,21.434,14.934,17.048,15.15,0.226,15.087,42.454,65.782,45.893,3.296,45.227,48.957,69.717,51.285,2.761,50.494,32.765,48.438,34.299,1.791,33.807,29.143,38.024,30.408,1.252,30.131,30.596,36.505,31.313,0.807,31.074,23.37,29.068,23.892,0.65,23.705
E01000060,14.932,18.527,15.184,0.368,15.123,12.18,16.216,12.489,0.385,12.441,9.83,14.126,10.125,0.375,10.078,23.183,32.351,23.754,0.928,23.575,19.821,30.464,20.538,1.004,20.387,14.848,28.798,15.513,1.115,15.297,35.472,141.114,42.625,11.04,40.906,43.345,148.295,49.262,10.043,47.368,29.146,123.572,34.003,8.334,32.368,26.011,64.705,28.816,4.213,28.106,28.333,56.591,30.25,2.882,29.72,21.708,47.583,23.419,2.557,22.941
E01000061,14.938,18.74,15.19,0.437,15.056,12.179,16.318,12.461,0.472,12.331,9.828,14.0,10.114,0.499,9.964,23.197,32.54,23.81,1.137,23.456,19.817,30.445,20.549,1.269,20.208,14.456,28.012,15.425,1.517,14.969,35.541,140.638,42.411,12.322,38.503,43.349,141.001,49.473,11.78,46.023,29.169,114.368,34.707,9.94,31.764,26.044,65.78,28.835,4.814,27.296,28.332,56.045,30.294,3.43,29.273,21.715,46.925,23.639,3.127,22.712
E01000062,15.101,16.036,15.207,0.107,15.193,12.44,13.572,12.556,0.127,12.536,10.077,10.979,10.183,0.111,10.161,23.477,25.902,23.709,0.276,23.671,20.308,23.304,20.535,0.335,20.484,15.167,17.479,15.377,0.276,15.319,39.942,75.999,42.975,3.92,42.406,46.325,85.375,49.016,4.23,48.377,31.415,53.998,33.499,2.71,33.025,27.644,41.172,28.861,1.491,28.654,29.38,40.411,30.252,1.215,30.07,22.6,30.195,23.375,0.917,23.22
E01000063,15.157,18.088,15.383,0.394,15.264,12.502,15.607,12.729,0.403,12.613,10.113,14.005,10.329,0.398,10.22,23.601,31.208,24.151,1.02,23.831,20.372,28.737,20.948,1.089,20.625,14.969,28.355,15.746,1.364,15.375,41.053,132.428,47.812,11.721,44.321,47.378,133.158,53.064,10.838,49.779,32.399,114.569,36.527,8.046,34.258,28.172,61.407,30.804,4.52,29.399,29.835,53.187,31.54,3.12,30.611,23.066,46.739,24.397,2.502,23.681
E01000064,15.09,17.783,15.275,0.336,15.176,12.422,15.217,12.614,0.354,12.522,10.061,12.225,10.235,0.29,10.166,23.475,30.101,23.916,0.873,23.649,20.304,27.807,20.8,0.963,20.528,15.219,21.503,15.876,0.867,15.627,39.76,126.264,45.328,9.879,42.368,46.384,133.169,51.135,10.155,48.264,31.387,68.69,34.159,5.521,32.606,27.648,59.098,29.74,3.776,28.564,29.4,52.06,30.802,2.818,29.979,22.593,34.983,23.544,1.861,23.019
E01000065,15.164,17.176,15.371,0.349,15.259,12.508,14.893,12.752,0.423,12.619,10.126,12.679,10.345,0.319,10.244,23.603,28.692,24.11,0.921,23.809,20.376,26.747,20.964,1.167,20.591,15.068,23.702,15.647,1.042,15.311,40.542,113.947,47.164,10.832,43.867,47.274,128.373,53.189,11.965,49.404,32.345,75.649,36.402,6.625,34.199,28.084,54.276,30.578,4.113,29.273,29.826,50.62,31.59,3.352,30.5,23.023,36.882,24.439,2.12,23.738
E01000066,15.448,18.317,15.567,0.208,15.537,12.782,16.285,12.974,0.241,12.955,10.236,14.369,10.379,0.253,10.343,24.022,31.579,24.289,0.539,24.205,21.209,31.025,21.843,0.682,21.796,15.268,27.844,15.675,0.769,15.567,42.958,135.07,47.912,6.68,47.244,51.228,143.42,54.402,6.182,53.466,34.308,107.783,36.599,4.477,35.937,29.694,62.435,31.362,2.451,31.073,31.687,56.247,32.649,1.718,32.355,24.247,47.133,25.061,1.439,24.827
E01000067,15.5,18.53,15.756,0.491,15.597,12.836,16.404,13.134,0.552,12.971,10.353,13.952,10.629,0.508,10.473,24.132,32.117,24.799,1.295,24.371,21.245,30.982,22.097,1.509,21.655,15.6,27.412,16.512,1.666,15.987,46.706,145.102,55.276,15.547,50.468,52.831,158.253,60.258,15.53,55.504,35.901,101.239,40.744,9.36,37.813,30.736,66.094,33.958,5.707,32.047,32.163,59.673,34.335,4.221,33.012,24.823,45.09,26.465,2.987,25.511
E01000068,15.583,18.804,15.762,0.31,15.694,12.813,16.184,12.981,0.317,12.914,10.41,13.104,10.549,0.209,10.508,24.218,32.629,24.618,0.809,24.431,21.068,30.34,21.536,0.868,21.342,15.745,25.178,16.142,0.77,15.977,44.298,145.93,50.256,9.859,48.031,52.952,142.206,56.979,8.394,55.182,36.187,98.486,38.561,3.848,37.739,30.304,66.294,32.398,3.609,31.526,32.443,56.579,33.671,2.361,33.145,25.313,43.062,26.08,1.209,25.825
E01000069,15.453,16.704,15.576,0.095,15.566,12.778,14.058,12.877,0.086,12.861,10.264,12.922,10.451,0.183,10.424,24.031,27.776,24.288,0.241,24.254,21.191,25.229,21.347,0.233,21.289,15.397,21.957,15.857,0.449,15.795,43.123,90.211,48.066,3.284,47.944,51.308,89.892,54.423,2.6,54.06,34.778,87.428,38.045,3.711,37.362,29.704,46.042,31.341,1.186,31.254,31.748,42.336,32.723,0.777,32.62,24.538,42.368,25.717,1.312,25.476
E01000070,15.492,18.855,15.77,0.427,15.664,12.753,16.403,13.016,0.433,12.914,10.356,13.764,10.563,0.328,10.481,24.106,32.561,24.74,1.076,24.448,20.956,30.881,21.641,1.147,21.367,15.677,26.608,16.263,1.005,15.983,43.409,165.767,52.916,14.641,49.565,52.095,159.071,59.031,12.566,55.732,35.572,109.224,39.476,6.763,37.817,29.918,72.614,33.397,5.365,32.049,32.092,59.969,34.155,3.485,33.213,25.008,47.518,26.311,2.229,25.727
E01000071,15.455,16.739,15.62,0.149,15.594,12.747,14.186,12.887,0.149,12.855,10.256,13.375,10.492,0.325,10.421,24.046,27.907,24.399,0.437,24.299,21.053,25.604,21.384,0.466,21.27,15.364,23.096,15.931,0.814,15.757,43.043,94.544,48.583,5.664,47.455,51.49,93.525,55.065,4.432,54.017,34.755,96.558,39.116,6.575,37.489,29.733,46.962,31.622,2.002,31.143,31.809,43.144,32.942,1.246,32.673,24.534,45.193,26.136,2.247,25.578
E01000072,15.404,18.161,15.522,0.267,15.442,12.706,15.971,12.869,0.266,12.796,10.208,14.757,10.382,0.411,10.268,23.97,30.795,24.256,0.66,24.044,20.99,29.438,21.504,0.703,21.329,15.198,28.162,15.671,1.158,15.368,42.083,124.938,46.376,8.065,43.406,50.529,139.351,53.598,6.831,51.344,33.948,133.196,37.447,8.42,35.208,29.357,60.165,30.906,3.08,29.811,31.469,55.403,32.369,1.98,31.728,24.111,52.964,25.34,2.607,24.653
E01000073,15.394,17.312,15.511,0.157,15.487,12.824,13.984,12.959,0.116,12.946,10.208,13.132,10.328,0.21,10.288,23.946,28.714,24.183,0.394,24.097,21.38,24.299,21.951,0.401,21.961,15.192,23.719,15.499,0.6,15.382,43.038,90.935,46.426,4.242,45.692,50.8,78.43,52.803,2.659,52.028,33.883,87.061,35.876,3.915,35.038,29.683,48.428,30.771,1.65,30.396,31.381,39.889,32.09,0.821,31.87,24.038,40.701,24.696,1.283,24.387
E01000074,15.347,17.382,15.511,0.322,15.421,12.764,14.979,12.919,0.3,12.845,10.254,13.205,10.452,0.389,10.346,23.886,28.931,24.272,0.804,24.048,21.096,26.848,21.55,0.77,21.385,15.292,23.76,15.847,1.128,15.516,44.217,95.603,48.599,8.107,46.464,50.332,101.124,53.806,7.182,51.84,34.248,90.734,37.89,7.429,35.786,29.63,49.652,31.364,3.243,30.508,31.147,46.1,32.229,2.145,31.634,24.004,41.911,25.254,2.408,24.567
