LSOA21CD,PM25-2013-min,PM25-2013-max,PM25-2013-mean,PM25-2013-std,PM25-2013-median,PM25-2016-min,PM25-2016-max,PM25-2016-mean,PM25-2016-std,PM25-2016-median,PM25-2019-min,PM25-2019-max,PM25-2019-mean,PM25-2019-std,PM25-2019-median,PM10-2013-min,PM10-2013-max,PM10-2013-mean,PM10-2013-std,PM10-2013-median,PM10-2016-min,PM10-2016-max,PM10-2016-mean,PM10-2016-std,PM10-2016-median,PM10-2019-min,PM10-2019-max,PM10-2019-mean,PM10-2019-std,PM10-2019-median,NOx-2013-min,NOx-2013-max,NOx-2013-mean,NOx-2013-std,NOx-2013-median,NOx-2016-min,NOx-2016-max,NOx-2016-mean,NOx-2016-std,NOx-2016-median,NOx-2019-min,NOx-2019-max,NOx-2019-mean,NOx-2019-std,NOx-2019-median,NO2-2013-min,NO2-2013-max,NO2-2013-mean,NO2-2013-std,NO2-2013-median,NO2-2016-min,NO2-2016-max,NO2-2016-mean,NO2-2016-std,NO2-2016-median,NO2-2019-min,NO2-2019-max,NO2-2019-mean,NO2-2019-std,NO2-2019-median
E01000075,15.221,17.369,15.363,0.204,15.325,12.556,14.902,12.711,0.215,12.671,10.13,15.152,10.328,0.33,10.261,23.672,29.167,24.006,0.535,23.891,20.555,26.583,20.942,0.593,20.81,14.988,29.056,15.504,0.925,15.287,39.666,109.828,45.273,7.609,43.87,47.63,108.108,51.546,6.191,50.267,32.176,146.887,35.855,7.22,34.401,28.171,53.757,30.155,2.785,29.607,30.221,47.195,31.434,1.788,31.087,23.301,55.93,24.59,2.267,24.125
E01000076,15.339,17.335,15.462,0.199,15.409,12.679,15.145,12.828,0.255,12.767,10.235,13.146,10.354,0.22,10.305,23.892,28.769,24.177,0.524,24.039,20.825,27.24,21.251,0.7,21.083,15.178,23.799,15.514,0.653,15.367,43.794,92.005,47.522,5.952,46.319,50.215,104.91,53.383,6.114,51.922,34.146,87.499,36.312,4.049,35.403,29.571,48.7,30.95,2.232,30.454,31.117,47.11,32.116,1.785,31.681,24.065,40.893,24.825,1.326,24.529
E01000077,15.312,18.032,15.552,0.406,15.415,12.7,15.933,12.939,0.431,12.814,10.26,13.397,10.526,0.478,10.384,23.871,30.738,24.48,1.06,24.119,20.862,29.342,21.508,1.163,21.158,15.413,24.949,16.167,1.404,15.741,43.587,150.647,52.053,13.632,47.854,50.04,175.275,56.508,12.974,52.666,34.01,137.435,40.07,12.191,36.467,29.474,66.391,32.578,5.04,30.96,30.962,60.763,32.839,3.51,31.744,23.887,51.646,25.804,3.624,24.708
E01000078,15.243,18.964,15.567,0.527,15.392,12.615,16.964,12.944,0.551,12.773,10.189,14.377,10.521,0.532,10.35,23.71,33.48,24.545,1.375,24.088,20.543,32.517,21.442,1.512,20.981,15.078,27.651,16.084,1.62,15.578,42.535,168.285,52.624,16.39,47.279,48.632,170.594,57.241,15.235,52.565,33.351,174.575,40.464,13.141,36.393,28.8,72.05,32.678,6.031,30.648,30.322,60.713,32.92,4.144,31.624,23.521,58.642,25.852,3.879,24.601
E01000079,15.19,17.87,15.37,0.393,15.257,12.544,15.717,12.721,0.409,12.618,10.102,11.421,10.213,0.157,10.183,23.632,30.774,24.091,1.056,23.783,20.418,29.303,20.924,1.142,20.607,14.916,18.36,15.173,0.405,15.073,39.462,120.178,45.899,11.731,43.3,47.343,131.073,51.857,10.792,49.093,31.68,59.537,33.662,3.397,32.902,28.068,56.672,30.256,4.286,29.141,30.025,51.935,31.31,2.933,30.469,23.068,32.528,23.678,1.163,23.353
E01000080,15.212,17.78,15.42,0.348,15.326,12.56,15.661,12.793,0.357,12.709,10.125,12.538,10.353,0.323,10.274,23.673,30.56,24.198,0.923,23.947,20.511,29.123,21.1,0.98,20.837,15.003,21.897,15.608,0.895,15.372,39.804,117.602,47.618,10.759,45.32,47.584,129.184,53.25,9.372,50.868,31.915,94.899,36.577,7.626,34.591,28.184,55.853,30.929,3.969,29.997,30.169,51.567,31.816,2.631,31.121,23.167,42.235,24.682,2.444,24.014
E01000081,15.172,15.634,15.247,0.055,15.239,12.539,13.025,12.628,0.058,12.618,10.152,10.75,10.235,0.078,10.222,23.597,24.708,23.763,0.129,23.737,20.372,21.62,20.58,0.151,20.56,14.989,16.544,15.198,0.207,15.156,40.727,53.153,43.319,1.554,43.206,47.264,58.067,49.13,1.328,48.815,32.289,43.597,33.794,1.526,33.493,28.155,33.187,29.09,0.604,29.007,29.864,33.398,30.481,0.438,30.391,23.119,27.213,23.661,0.546,23.557
E01000082,15.186,17.224,15.369,0.338,15.265,12.551,14.783,12.706,0.273,12.634,10.155,13.119,10.389,0.458,10.254,23.601,28.83,24.058,0.863,23.79,20.389,26.249,20.791,0.725,20.59,14.984,24.849,15.743,1.519,15.273,41.064,94.626,46.247,8.722,43.684,47.351,97.395,50.894,6.045,49.241,32.601,83.129,36.918,8.46,34.345,28.171,49.276,30.246,3.538,29.158,29.884,45.124,31.023,1.896,30.479,23.199,39.172,24.642,2.697,23.825
E01000083,15.275,18.422,15.528,0.421,15.398,12.636,16.376,12.888,0.432,12.768,10.195,13.361,10.483,0.419,10.365,23.781,31.836,24.417,1.105,24.066,20.621,30.691,21.308,1.192,20.961,15.11,25.56,15.977,1.339,15.603,42.908,150.848,51.352,13.415,47.114,49.209,163.951,55.915,12.233,52.378,33.491,107.58,38.878,8.469,36.312,28.988,67.367,32.175,4.98,30.556,30.537,59.864,32.557,3.329,31.549,23.599,45.722,25.454,2.688,24.624
E01000084,15.254,17.465,15.518,0.351,15.414,12.587,16.032,12.829,0.385,12.714,10.135,12.694,10.362,0.343,10.263,23.735,29.466,24.365,0.936,24.065,20.65,30.238,21.318,1.092,21.021,14.994,23.855,15.617,1.064,15.307,41.974,145.231,51.255,14.196,47.054,48.631,186.144,56.435,14.735,51.987,32.911,107.738,37.608,8.602,35.098,28.849,63.351,32.189,4.985,30.642,30.451,61.929,32.589,3.705,31.387,23.436,44.682,24.935,2.608,24.123
E01000085,15.353,17.626,15.517,0.287,15.45,12.61,14.831,12.76,0.181,12.718,10.17,12.057,10.339,0.261,10.277,23.838,30.124,24.289,0.793,24.095,20.673,26.98,21.144,0.521,21.046,15.193,21.374,15.642,0.863,15.429,43.062,134.693,50.244,11.863,47.603,49.051,137.08,53.768,6.935,51.985,33.424,83.61,36.98,6.831,35.365,29.213,60.733,31.692,4.175,30.728,30.396,52.43,31.818,1.863,31.341,23.438,37.934,24.594,2.001,24.096
E01000086,15.319,17.103,15.516,0.31,15.426,12.622,14.935,12.808,0.319,12.717,10.087,12.087,10.295,0.32,10.201,23.832,28.594,24.279,0.865,24.015,20.847,27.403,21.461,0.925,21.232,14.963,21.816,15.559,1.106,15.206,42.476,114.339,49.387,11.662,46.077,49.031,136.796,54.258,11.316,51.018,32.791,75.039,36.445,6.787,34.321,29.147,54.286,31.516,4.171,30.294,30.596,52.548,32.035,2.994,31.122,23.372,35.847,24.484,2.037,23.815
E01000087,15.329,18.699,15.599,0.438,15.455,12.548,15.147,12.831,0.405,12.697,10.086,13.289,10.372,0.458,10.228,23.829,34.907,24.582,1.391,24.115,20.675,30.421,21.792,1.38,21.385,15.265,26.095,16.232,1.74,15.627,42.447,193.178,54.069,19.677,47.207,49.203,146.183,58.352,15.416,52.811,34.598,114.366,41.455,12.329,37.049,28.99,76.774,33.296,6.639,30.903,30.488,55.068,33.149,4.016,31.689,23.857,47.857,26.054,3.742,24.688
E01000088,15.222,15.804,15.332,0.085,15.323,12.386,13.104,12.548,0.101,12.544,10.009,12.062,10.254,0.312,10.185,23.594,25.364,23.847,0.249,23.806,20.283,22.637,20.68,0.318,20.65,14.985,21.401,15.636,1.009,15.391,39.194,66.216,43.328,4.025,42.72,46.302,73.12,49.576,3.658,48.878,31.781,74.335,35.964,6.424,34.407,27.78,37.554,29.263,1.454,29.019,29.512,37.008,30.556,1.037,30.368,22.905,36.098,24.279,2.031,23.786
E01000089,15.219,15.432,15.29,0.041,15.286,12.333,12.616,12.452,0.058,12.449,9.951,10.277,10.076,0.068,10.071,23.589,24.074,23.754,0.095,23.737,20.202,20.889,20.466,0.143,20.456,14.854,15.737,15.162,0.187,15.138,39.407,47.652,42.914,1.561,42.945,46.19,52.56,48.726,1.267,48.59,31.613,37.321,33.925,1.15,33.837,27.884,30.74,29.07,0.54,29.052,29.47,31.455,30.238,0.409,30.195,22.815,24.78,23.566,0.402,23.499
E01000090,15.165,18.633,15.395,0.365,15.311,12.302,15.482,12.623,0.331,12.544,9.919,15.62,10.231,0.46,10.103,23.471,34.798,24.126,1.244,23.763,20.159,31.497,20.97,1.258,20.643,14.672,39.476,15.62,1.92,14.963,39.162,199.09,48.308,17.683,43.069,46.446,166.238,54.068,13.529,50.334,32.196,197.971,39.414,13.131,35.676,28.031,78.968,31.317,5.923,29.514,29.475,59.249,31.875,3.525,30.886,22.934,68.277,25.506,3.976,24.356
E01000091,15.41,15.897,15.514,0.092,15.492,12.58,13.077,12.711,0.094,12.682,10.14,11.056,10.309,0.143,10.263,23.995,24.993,24.226,0.231,24.129,20.762,21.725,21.005,0.231,20.89,15.182,18.461,15.639,0.499,15.481,43.401,84.965,47.372,4.533,45.974,50.095,62.918,52.486,2.492,51.17,34.388,51.213,36.78,2.549,35.984,29.896,42.25,31.267,1.501,30.773,31.194,35.103,31.969,0.762,31.548,24.264,30.036,25.104,0.878,24.794
E01000093,15.422,24.704,16.013,1.047,15.658,12.68,22.74,13.25,0.972,12.966,10.234,15.522,10.846,0.847,10.598,24.008,52.089,25.754,3.235,24.649,20.862,53.108,22.567,3.189,21.558,15.33,34.957,17.401,3.149,16.405,43.581,367.247,66.46,38.148,52.975,50.572,347.847,66.943,29.609,57.362,34.78,145.387,47.328,18.201,41.498,29.971,121.615,37.693,11.77,33.296,31.449,90.116,35.904,6.916,33.552,24.47,56.104,28.523,5.375,26.791
E01000094,15.356,16.039,15.603,0.131,15.599,12.415,13.195,12.577,0.104,12.551,9.955,11.317,10.124,0.152,10.076,23.888,25.514,24.269,0.216,24.276,20.449,22.624,20.792,0.266,20.726,14.767,18.527,15.192,0.426,15.059,42.557,87.354,46.736,4.314,45.853,48.422,70.911,50.908,2.633,50.074,32.946,60.128,34.748,2.664,33.849,29.57,43.184,31.281,1.418,31.12,30.548,37.23,31.397,0.808,31.173,23.579,32.815,24.307,0.931,23.997
E01000095,15.294,23.193,15.761,0.674,15.609,12.377,19.22,12.872,0.659,12.667,9.919,15.7,10.303,0.682,10.093,23.71,46.363,24.841,2.0,24.313,20.401,41.729,22.086,2.184,21.41,14.716,34.786,15.959,2.542,15.148,41.164,362.103,56.447,28.464,48.078,48.03,282.696,59.036,22.634,52.023,32.376,166.423,40.341,15.013,35.565,28.935,119.071,34.376,9.058,31.713,30.417,77.394,33.432,5.483,31.675,23.394,53.144,25.794,4.4,24.349
E01000096,15.452,26.08,15.946,0.778,15.693,12.629,22.279,13.112,0.732,12.864,10.209,15.89,10.857,1.027,10.482,24.085,55.649,25.523,2.316,24.738,20.819,51.001,22.389,2.304,21.586,15.321,34.942,17.547,3.582,16.231,46.018,421.357,63.646,28.676,54.069,50.921,344.408,65.692,23.285,57.646,35.361,149.531,47.859,18.949,41.078,30.667,134.619,36.99,9.188,33.824,31.432,89.535,35.491,5.668,33.447,24.558,54.974,28.416,5.461,26.453
E01000097,15.299,17.178,15.535,0.327,15.409,12.633,15.027,12.855,0.325,12.742,10.18,12.569,10.395,0.32,10.285,23.822,28.464,24.366,0.816,24.056,20.581,26.856,21.212,0.851,20.924,14.97,21.91,15.562,0.914,15.246,43.418,104.136,51.176,10.519,47.251,49.668,121.834,56.022,9.476,52.605,33.937,88.313,38.708,7.412,36.242,29.147,52.58,32.097,4.118,30.533,30.625,50.802,32.542,2.768,31.538,23.712,40.22,25.345,2.381,24.525
E01000098,15.334,17.288,15.504,0.281,15.425,12.631,15.092,12.821,0.313,12.746,10.188,11.999,10.401,0.296,10.31,23.837,28.845,24.29,0.719,24.087,20.564,27.008,21.078,0.835,20.874,14.979,20.288,15.579,0.834,15.325,43.797,104.19,50.32,9.113,47.738,49.731,118.285,55.073,8.998,52.767,33.948,78.146,38.255,6.642,36.186,29.218,52.323,31.715,3.502,30.697,30.619,49.807,32.258,2.573,31.586,23.708,37.216,25.201,2.133,24.519
E01000099,15.117,17.981,15.357,0.296,15.281,12.541,15.339,12.733,0.295,12.656,10.004,11.963,10.193,0.196,10.165,23.478,30.373,23.987,0.71,23.79,20.62,27.647,21.025,0.723,20.803,14.617,20.119,15.065,0.539,14.963,37.98,132.568,45.455,9.264,43.288,46.511,131.871,51.967,8.128,49.646,31.261,74.638,34.691,4.456,33.696,27.168,62.329,29.978,3.6,29.063,29.67,53.178,31.338,2.414,30.636,22.762,36.593,23.947,1.452,23.614
E01000100,15.16,16.807,15.28,0.243,15.23,12.503,14.147,12.655,0.252,12.604,10.071,12.426,10.194,0.255,10.147,23.539,27.631,23.834,0.61,23.69,20.302,24.688,20.738,0.689,20.582,14.779,21.073,15.075,0.691,14.944,39.011,88.389,43.869,7.065,42.677,46.39,88.361,49.956,6.435,48.452,31.454,85.982,34.152,5.907,32.94,27.547,46.807,29.265,2.806,28.73,29.595,42.198,30.685,1.955,30.217,22.833,39.683,23.696,1.88,23.283
E01000101,15.166,17.75,15.36,0.378,15.247,12.528,15.968,12.731,0.431,12.612,10.096,12.368,10.272,0.331,10.178,23.568,30.085,24.078,0.958,23.79,20.367,29.795,20.987,1.154,20.658,14.827,22.199,15.446,1.014,15.152,40.331,135.456,47.753,11.966,44.291,47.022,140.167,53.211,12.702,49.712,31.987,118.223,36.818,9.821,34.164,27.91,62.229,30.701,4.608,29.327,29.752,54.857,31.566,3.562,30.539,22.967,45.124,24.429,2.863,23.621
E01000102,15.156,16.111,15.312,0.159,15.273,12.506,13.327,12.663,0.151,12.628,10.082,12.316,10.229,0.221,10.179,23.531,25.814,23.868,0.383,23.76,20.305,22.351,20.686,0.39,20.589,14.812,20.706,15.159,0.583,15.011,39.06,68.189,44.255,5.19,43.12,46.394,71.795,50.175,4.124,49.11,31.544,74.526,34.313,4.271,33.296,27.549,38.761,29.431,1.956,28.926,29.598,36.54,30.786,1.246,30.465,22.867,36.865,23.856,1.444,23.487
E01000103,15.119,17.198,15.237,0.167,15.205,12.202,14.864,12.369,0.186,12.338,9.843,12.677,10.047,0.28,9.99,23.44,28.907,23.669,0.444,23.58,19.873,27.03,20.238,0.477,20.164,14.588,22.099,15.089,0.772,14.938,38.029,95.676,40.813,5.168,39.341,44.113,113.778,46.763,4.69,45.953,29.995,80.24,32.714,5.083,31.549,27.382,49.193,28.365,1.926,27.846,28.65,47.632,29.551,1.33,29.332,22.125,38.76,23.116,1.673,22.765
E01000104,15.058,17.586,15.41,0.405,15.291,12.215,15.313,12.611,0.437,12.5,9.907,15.028,10.441,0.631,10.245,23.357,29.873,24.178,1.049,23.835,19.884,28.168,20.844,1.176,20.512,14.785,28.762,16.209,1.702,15.734,38.583,110.789,47.916,11.955,43.933,44.101,129.635,53.041,12.362,49.331,30.407,130.577,39.171,12.28,34.917,27.501,54.024,30.902,4.524,29.381,28.527,51.208,31.279,3.425,30.259,22.15,52.437,25.213,3.996,23.823
E01000105,15.239,17.184,15.401,0.206,15.357,12.473,14.488,12.673,0.212,12.634,10.074,12.732,10.298,0.277,10.245,23.632,28.776,23.989,0.556,23.86,20.414,25.899,20.813,0.593,20.662,15.024,22.635,15.474,0.773,15.296,39.244,128.864,45.966,9.192,44.164,46.444,130.366,51.32,8.072,49.343,31.665,113.449,35.522,7.56,33.843,27.793,58.566,30.061,3.289,29.353,29.619,50.807,31.005,2.199,30.453,22.825,45.887,24.114,2.31,23.559
E01000106,15.194,16.072,15.327,0.129,15.298,12.446,13.437,12.583,0.121,12.556,10.069,11.517,10.237,0.156,10.201,23.573,25.814,23.838,0.333,23.748,20.331,22.96,20.612,0.32,20.526,15.003,18.601,15.471,0.391,15.4,39.554,74.289,44.731,5.139,43.518,46.158,78.035,49.305,4.016,48.289,31.476,58.956,33.766,3.053,33.101,27.83,40.28,29.45,1.886,28.994,29.47,38.409,30.325,1.156,30.009,22.672,32.405,23.482,1.098,23.235
E01000107,14.968,15.761,15.04,0.072,15.016,12.134,13.058,12.266,0.088,12.263,9.758,10.818,9.951,0.111,9.95,23.175,25.098,23.315,0.153,23.266,19.764,22.097,20.177,0.209,20.176,14.626,17.733,15.497,0.509,15.449,35.498,59.128,38.348,2.182,38.306,42.399,63.559,44.134,1.71,43.701,28.478,44.477,29.991,1.477,29.596,26.128,35.035,27.227,0.793,27.267,27.886,34.497,28.532,0.571,28.425,21.348,27.094,21.945,0.559,21.811
E01000520,15.396,17.701,15.641,0.282,15.582,12.746,15.325,13.004,0.3,12.949,10.248,13.456,10.498,0.331,10.427,24.0,29.965,24.544,0.723,24.366,20.98,28.063,21.735,0.837,21.553,15.387,24.014,16.047,0.895,15.836,44.948,136.4,52.965,10.67,50.919,52.965,146.028,59.558,10.306,57.218,36.242,109.942,41.696,7.901,39.809,30.484,62.876,33.484,3.937,32.616,32.397,56.395,34.425,2.808,33.801,25.3,48.022,27.193,2.576,26.569
E01000521,16.004,23.429,16.82,1.156,16.367,13.446,22.844,14.194,1.358,13.713,10.884,17.32,11.502,1.005,11.131,25.186,43.394,27.253,2.927,26.091,22.251,47.981,24.275,3.677,22.973,16.98,39.377,19.11,3.456,17.84,61.111,396.951,98.472,50.628,78.953,69.672,478.896,101.613,56.734,81.674,45.266,155.768,57.205,18.745,50.232,36.782,130.695,49.171,15.489,43.144,38.336,114.178,45.819,11.477,41.696,29.237,60.505,32.907,5.446,30.839
E01000522,15.853,17.352,15.997,0.224,15.938,13.275,15.112,13.427,0.23,13.375,10.697,11.528,10.812,0.1,10.804,24.837,28.926,25.188,0.624,24.992,21.854,26.99,22.208,0.676,22.029,16.375,18.278,16.624,0.231,16.594,53.321,114.83,59.44,8.056,57.453,63.845,131.058,67.942,7.743,66.076,42.039,59.224,43.917,2.04,43.565,34.207,55.595,36.246,2.945,35.465,36.67,53.677,37.827,2.065,37.305,28.227,34.452,28.849,0.75,28.69
E01000523,15.934,20.454,16.226,0.526,16.064,13.37,22.798,13.633,0.802,13.49,10.815,18.899,11.039,0.67,10.928,24.955,36.822,25.669,1.375,25.245,21.968,47.858,22.641,2.226,22.244,16.636,46.251,17.403,2.432,17.009,56.947,282.766,70.13,24.379,62.83,65.645,477.148,75.712,35.858,69.34,43.684,176.805,47.946,13.973,45.524,35.318,102.386,39.823,8.127,37.234,37.176,113.936,39.628,7.313,38.248,28.733,64.537,30.0,3.819,29.327
E01000524,16.057,22.705,16.468,0.709,16.194,13.464,19.56,13.797,0.769,13.56,10.912,17.406,11.218,0.694,11.017,25.29,43.975,26.354,1.967,25.584,22.219,38.966,23.163,2.194,22.475,17.0,39.782,18.077,2.435,17.365,61.873,474.342,81.864,38.889,67.583,68.567,322.8,83.124,35.631,72.086,45.319,233.282,52.398,17.413,47.555,37.129,146.36,43.767,11.675,39.038,38.006,90.118,41.538,7.796,39.03,29.26,75.238,31.408,4.787,29.989
E01000525,15.92,19.604,16.291,0.496,16.127,13.338,17.393,13.713,0.585,13.546,10.872,18.79,11.254,0.679,11.052,24.948,35.395,25.922,1.473,25.417,21.975,33.32,22.941,1.778,22.385,16.97,43.979,18.0,2.336,17.361,58.339,253.788,75.04,23.217,67.171,64.907,301.198,78.277,26.22,70.77,45.869,254.553,55.301,18.494,49.166,35.842,93.807,41.377,7.579,38.834,37.066,83.177,40.481,5.966,38.71,29.56,82.541,32.262,5.014,30.525
E01000518,15.367,18.209,15.648,0.306,15.594,12.706,15.883,12.976,0.304,12.918,10.209,14.707,10.45,0.359,10.378,23.946,30.99,24.535,0.764,24.369,20.827,29.198,21.563,0.822,21.413,15.29,29.935,15.93,1.116,15.694,43.114,139.706,51.38,10.658,49.118,52.439,148.218,58.539,9.079,56.535,35.778,135.577,40.16,7.213,38.577,29.933,64.675,33.069,3.928,32.186,32.341,57.655,34.323,2.544,33.796,25.233,53.385,26.819,2.226,26.344
E01000526,15.788,19.837,16.189,0.687,15.961,13.252,17.615,13.668,0.751,13.425,10.703,13.904,11.025,0.524,10.859,24.865,34.994,25.84,1.765,25.197,21.93,33.885,23.0,2.053,22.314,16.56,27.678,17.504,1.811,16.903,55.675,228.52,71.672,27.652,61.523,66.534,248.533,80.539,28.632,70.831,43.364,105.337,48.954,10.305,45.467,35.001,89.163,40.427,9.224,36.999,37.32,76.066,40.954,6.663,38.601,28.527,46.357,30.317,3.098,29.266
E01000416,15.31,18.5,15.56,0.39,15.478,12.403,15.912,12.644,0.469,12.54,10.035,13.88,10.285,0.476,10.173,23.785,32.711,24.374,1.115,24.122,20.241,30.555,20.844,1.39,20.528,14.962,25.838,15.564,1.335,15.234,43.695,167.338,52.272,15.728,48.587,48.285,153.144,54.546,14.202,51.344,33.303,105.47,37.733,8.813,35.635,29.529,68.576,32.57,5.134,31.353,30.209,56.221,32.021,3.643,31.168,23.523,46.153,25.061,2.86,24.378
E01000527,15.908,17.349,16.031,0.2,15.981,13.353,14.977,13.481,0.193,13.436,10.761,11.506,10.87,0.09,10.851,24.969,28.822,25.298,0.545,25.159,22.033,26.655,22.378,0.562,22.244,16.529,18.347,16.877,0.254,16.814,57.221,117.898,63.131,8.544,60.965,66.434,128.448,71.272,7.594,69.4,43.316,59.15,45.274,1.879,44.831,35.459,56.378,37.456,3.026,36.633,37.386,53.018,38.747,1.982,38.241,28.607,34.257,29.252,0.674,29.101
E01000528,15.826,19.907,16.256,0.631,16.051,13.26,17.0,13.694,0.651,13.497,10.704,14.11,11.065,0.509,10.914,24.89,35.091,25.93,1.621,25.397,21.924,32.118,23.032,1.772,22.47,16.565,28.393,17.708,1.8,17.16,57.694,233.732,74.22,25.719,65.725,66.148,225.818,81.342,25.694,73.424,43.7,103.825,49.317,8.957,46.566,35.625,90.369,41.307,8.558,38.452,37.284,72.022,41.288,6.031,39.391,28.645,46.109,30.462,2.696,29.607
E01000530,15.893,19.041,16.168,0.387,16.032,13.338,16.631,13.614,0.408,13.477,10.775,13.303,11.054,0.324,10.951,24.929,32.983,25.588,0.981,25.248,21.933,30.867,22.621,1.093,22.244,16.482,23.015,17.173,0.83,16.892,55.875,180.588,68.899,16.725,62.681,65.863,185.572,75.729,15.027,70.493,43.3,101.004,49.039,7.384,46.551,35.326,76.387,39.767,5.669,37.621,37.467,65.749,40.175,3.848,38.828,28.702,47.199,30.726,2.474,29.909
E01000531,15.945,20.243,16.337,0.649,16.097,13.375,17.827,13.767,0.651,13.534,10.875,14.382,11.238,0.614,11.041,25.013,34.808,25.902,1.533,25.313,22.0,32.676,22.908,1.614,22.328,16.701,27.692,17.741,1.909,17.041,57.493,231.195,75.553,25.554,66.546,67.145,242.244,81.065,25.158,71.988,44.858,121.94,52.565,12.154,48.28,35.965,95.532,42.419,9.32,39.032,37.86,79.217,41.762,6.504,39.317,29.361,53.045,31.85,3.871,30.413
E01000532,15.988,19.025,16.308,0.567,16.119,13.427,16.985,13.765,0.628,13.565,10.927,14.65,11.276,0.61,11.098,25.06,32.212,25.78,1.33,25.364,22.054,30.896,22.844,1.562,22.368,16.789,27.591,17.756,1.852,17.226,59.666,178.542,74.271,22.697,66.094,68.094,204.99,80.015,24.352,72.081,46.0,131.148,52.817,13.223,48.337,36.805,79.544,41.748,8.151,38.753,38.161,72.286,41.482,6.203,39.381,29.74,54.093,31.896,3.983,30.543
E01000533,15.887,19.078,16.184,0.404,16.05,13.3,20.269,13.594,0.467,13.481,10.765,14.24,11.05,0.408,10.939,24.926,33.316,25.64,1.083,25.257,21.906,41.566,22.608,1.334,22.262,16.546,28.76,17.347,1.319,16.999,54.741,227.378,68.355,19.499,62.219,65.085,426.056,75.011,22.195,69.88,43.261,144.954,49.212,10.451,46.379,34.818,87.548,39.36,6.411,37.194,37.092,101.221,39.69,4.552,38.413,28.699,56.316,30.58,3.11,29.677
E01000534,15.875,18.12,16.057,0.299,15.963,13.313,16.035,13.512,0.322,13.422,10.743,12.961,10.913,0.226,10.866,24.895,31.006,25.348,0.793,25.1,21.907,29.601,22.385,0.897,22.118,16.445,22.16,16.848,0.583,16.724,55.923,128.671,63.563,9.828,60.697,65.568,142.087,71.172,9.479,68.435,42.923,88.707,46.063,4.679,45.076,35.153,60.524,37.746,3.597,36.625,37.25,56.945,38.876,2.583,38.116,28.566,43.801,29.635,1.589,29.27
E01000535,15.914,20.734,16.455,0.682,16.209,13.35,20.658,13.895,0.72,13.667,10.814,15.247,11.289,0.661,11.063,24.975,36.559,26.282,1.727,25.661,21.979,40.723,23.306,1.923,22.705,16.646,29.626,17.928,1.996,17.28,57.129,241.768,82.403,29.401,71.33,66.615,337.512,85.614,27.849,76.861,44.187,134.088,54.346,14.141,49.29,35.622,97.867,44.211,9.727,40.562,37.548,95.523,42.708,6.476,40.553,28.994,55.482,32.312,4.362,30.748
E01000536,15.206,18.029,15.397,0.372,15.29,12.546,16.275,12.737,0.41,12.616,10.144,15.78,10.397,0.569,10.245,23.68,30.937,24.122,0.943,23.846,20.356,30.46,20.875,1.105,20.56,15.114,30.154,15.781,1.617,15.351,42.088,159.943,50.444,16.139,45.124,50.233,163.859,55.824,12.162,52.269,34.623,156.311,39.738,10.941,36.592,29.214,66.434,32.045,5.239,30.342,31.287,60.596,32.92,3.367,31.903,24.554,58.974,26.2,3.368,25.197
E01000538,15.198,15.473,15.235,0.035,15.222,12.546,12.855,12.59,0.044,12.571,10.143,10.7,10.189,0.046,10.17,23.659,24.445,23.743,0.081,23.712,20.35,21.301,20.449,0.099,20.413,15.12,16.453,15.274,0.117,15.238,41.872,52.887,43.56,1.57,42.896,50.006,62.046,51.166,1.13,50.769,34.425,45.393,35.296,0.8,35.016,29.11,33.393,29.684,0.511,29.474,31.234,34.718,31.604,0.357,31.487,24.492,28.49,24.799,0.285,24.707
E01000539,15.232,18.251,15.335,0.176,15.294,12.606,15.941,12.702,0.168,12.664,10.189,12.028,10.316,0.195,10.268,23.723,31.597,23.972,0.452,23.871,20.46,29.59,20.719,0.454,20.618,15.231,20.169,15.574,0.476,15.468,43.943,142.846,47.592,5.947,46.361,51.073,151.948,54.133,5.2,52.966,35.163,78.024,37.642,4.067,36.576,29.788,64.39,31.095,2.192,30.595,31.589,57.415,32.572,1.43,32.237,24.745,38.885,25.671,1.416,25.296
E01000540,15.205,15.875,15.283,0.103,15.253,12.544,13.369,12.639,0.123,12.609,10.155,11.832,10.291,0.219,10.227,23.681,25.285,23.852,0.248,23.779,20.374,22.473,20.573,0.304,20.492,15.139,19.03,15.445,0.507,15.293,42.569,111.257,46.412,4.91,45.258,50.478,77.139,53.091,3.786,52.118,34.955,67.396,37.876,4.401,36.574,29.33,47.39,30.63,1.613,30.206,31.362,38.927,32.191,1.1,31.932,24.695,35.999,25.698,1.531,25.224
E01000541,15.219,18.262,15.458,0.447,15.327,12.561,15.999,12.814,0.508,12.671,10.163,15.117,10.466,0.603,10.293,23.71,31.351,24.292,1.084,23.974,20.397,29.506,21.046,1.289,20.676,15.208,29.733,16.032,1.681,15.554,42.704,160.605,50.765,14.679,46.579,50.488,156.703,57.545,14.294,53.448,34.771,139.05,40.812,12.24,37.308,29.419,68.631,32.494,5.33,30.93,31.351,59.274,33.425,3.978,32.253,24.585,54.816,26.581,3.816,25.446
